author_id,openalex_id,name,orcid,institution,institution_id,faculty,department,total_works,total_citations,h_index,i10_index,two_year_mean_citedness,research_areas
"https://openalex.org/A5029164825","A5029164825","Edi Firdaus","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Ekonomi dan Bisnis","","2","0","0","0","0","Business; Business; Business administration; Business administration"
"https://openalex.org/A5030370946","A5030370946","Diki Muhamad Sobirin","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","3","1","0","0","Electrical engineering; Optics; Physics; Computer graphics (images); Plotter"
"https://openalex.org/A5031277934","A5031277934","Jhon Walter Purba","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Philosophy; Philosophy; Art; Art; Humanities"
"https://openalex.org/A5032875575","A5032875575","Sandy Dwi Putra","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Finance; Advertising; Photography; Architecture; Engineering"
"https://openalex.org/A5033288903","A5033288903","Melly Maulin","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","2","0","0","0","0","Art; Art; Business; Humanities; Humanities"
"https://openalex.org/A5033929527","A5033929527","Muhammad Haikal Haikal","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","3","1","0","0","Finance; The Internet; Physics; World Wide Web; Philosophy"
"https://openalex.org/A5035048037","A5035048037","Ahmad Nurzaeni Fauz","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","2","1","1","0","0","Art; Art; Humanities; Humanities; Political science"
"https://openalex.org/A5035238785","A5035238785","Tenri Haeriyah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Statistics; Engineering management; Operating system; Operating system; Electrical engineering"
"https://openalex.org/A5035857681","A5035857681","E Erdiana","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","Advertising; Advertising; Advertising research; Variety (cybernetics); Variety (cybernetics)"
"https://openalex.org/A5035902225","A5035902225","Iza Mahendra","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","Aesthetics; Engineering; Engineering; Philosophy; Sociology"
"https://openalex.org/A5036171860","A5036171860","Tulus Bangkit Pratama","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","4","1","0","0","Operating system; Artificial intelligence; MATLAB; Computer science; Computer science"
"https://openalex.org/A5036369762","A5036369762","Lula Lutfiah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","5","1","0","1","Nonprobability sampling; Nonprobability sampling; Finance; Finance; Statistics"
"https://openalex.org/A5036391891","A5036391891","Iqbal Yusuf Fadillah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","5","1","0","0","Operating system; Art; Mathematics education; Humanities; Psychology"
"https://openalex.org/A5036545797","A5036545797","Moch Fajar Wicaksono","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Physics; Philosophy; Art; Humanities; Humanities"
"https://openalex.org/A5036694959","A5036694959","Muhammad Iqbal Perkasa","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","35","1","1","0","Competence (human resources); Engineering management; Engineering; Environmental economics; World Wide Web"
"https://openalex.org/A5037474016","A5037474016","H N Yasmin","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Finance; Finance; Gene; Weighted average return on assets; Non-performing asset"
"https://openalex.org/A5038411049","A5038411049","Restu Suhendar","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","Gene; Messenger RNA; Algorithm; Image (mathematics); Physics"
"https://openalex.org/A5038691834","A5038691834","Syaima Antar Morsi","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Aesthetics; Gender studies; Literature; Literature; Art"
"https://openalex.org/A5038720085","A5038720085","M N Mubarok","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","4","1","0","0","Operating system; Software engineering; Electrical engineering; Waterfall; Physics"
"https://openalex.org/A5039090785","A5039090785","Muhammad Yasin Tahir","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","QRS complex; Internal medicine; Cardiology; Heart rate; Heart failure"
"https://openalex.org/A5040546081","A5040546081","Tegar Hidayatullah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","Human–computer interaction; Advertising; Engineering; World Wide Web; Business"
"https://openalex.org/A5041163501","A5041163501","Heni Sulistiyani","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","Statistics; Bayesian probability; Psychoanalysis; Physics; Psychology"
"https://openalex.org/A5042090790","A5042090790","Luthfi Azizi","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","14","1","1","0","Enterprise architecture; Enterprise architecture; Engineering management; Engineering management; Software engineering"
"https://openalex.org/A5043876208","A5043876208","Entri Melyani Sahara","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","5","1","0","0","Operating system; Operating system; Advertising; Advertising; World Wide Web"
"https://openalex.org/A5044250703","A5044250703","Muhammad Dzulfiqar Firdaus","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","The Internet; Operating system; Operating system; Contact tracing; Service provider"
"https://openalex.org/A5044820917","A5044820917","Abidzar Syehabuddin","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","5","1","0","0","Operating system; Operating system; Advertising; Advertising; World Wide Web"
"https://openalex.org/A5044902623","A5044902623","Alpert Susan","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","6","1","0","0","Risk analysis (engineering); Risk analysis (engineering); Internal medicine; Business; Business"
"https://openalex.org/A5044943265","A5044943265","Faris Maulana Subekti","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Internal medicine; Philosophy; Art; Sociology; Humanities"
"https://openalex.org/A5044974462","A5044974462","Kristianto Gurning","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Finance; Accounting; Sociology; Business; Business"
"https://openalex.org/A5045470949","A5045470949","Mouhamad Hatta Hiroshi Sasmita","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","6","1","0","0","Physics; World Wide Web; Art; Business; Payment"
"https://openalex.org/A5046184771","A5046184771","Muhammad Adhithyas Prasetyo","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Human–computer interaction; Human–computer interaction; Radiology; Mathematical economics; Mathematical economics"
"https://openalex.org/A5046390799","A5046390799","Moch Lukman Hakim","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","Statistics; Operating system; Machine learning; Accounting; Engineering"
"https://openalex.org/A5047487869","A5047487869","Riki Ginanjar","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Finance; Philosophy; Business; Business; Economics"
"https://openalex.org/A5047507337","A5047507337","Mohammad Rangga Jayaswara","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","12","1","1","0","The Internet; Operating system; Web application; World Wide Web; Political science"
"https://openalex.org/A5048146159","A5048146159","W Fibriyanti","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","3","1","0","0","Finance; Psychoanalysis; World Wide Web; Business; Payment"
"https://openalex.org/A5048226517","A5048226517","Herman Heriadi","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Teknik dan Ilmu Komputer","","2","8","2","0","0","Engineering management; The Internet; Operating system; Identification (biology); Engineering"
"https://openalex.org/A5049662183","A5049662183","Wafa Ulin Nuha","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Electrical engineering; Electrical engineering; Launched; Launched; Engineering"
"https://openalex.org/A5049716999","A5049716999","Ahmad Haqqul Fikri","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","Finance; Operating system; Electrical engineering; Waterfall; Engineering"
"https://openalex.org/A5051088982","A5051088982","Faizal Rafsanzani","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","3","1","0","0","Agency (philosophy); Creativity; Advertising; Advertising; World Wide Web"
"https://openalex.org/A5051203003","A5051203003","Ananda Putri Nur Amalina","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Finance; Internet privacy; The Internet; World Wide Web; Philosophy"
"https://openalex.org/A5051285387","A5051285387","Refah Istifahani Handoko","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Operating system; Unit (ring theory); Engineering; Mathematics education; Blueprint"
"https://openalex.org/A5051475738","A5051475738","D S Soegotto","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","9","1","0","0","Finance; Advertising; Philosophy; Business; Business"
"https://openalex.org/A5052132099","A5052132099","Rifan Muhammad Furqon","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","21","2","1","0","Operating system; Operating system; Computer graphics (images); Computer graphics (images); Paleontology"
"https://openalex.org/A5052832847","A5052832847","Aditya Taufiqurrahman","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","White noise; Algorithm; Physics; Art; Art"
"https://openalex.org/A5052919961","A5052919961","Fajar Petrus Apris Samosir","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Lever; Operating system; Automation; Engineering; Function (biology)"
"https://openalex.org/A5052964548","A5052964548","Budi Mulyana","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","2","1","1","0","0","Art; Humanities; Political science; Political science; Computer science"
"https://openalex.org/A5053417525","A5053417525","Ria Fathya Luqman","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","2","0","0","0","0","Art; Art; Humanities; Humanities; Archaeology"
"https://openalex.org/A5053771605","A5053771605","Yeni Nurlatifah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","3","1","0","0","Gene; Human–computer interaction; Computer graphics (images); Literature; Computer facial animation"
"https://openalex.org/A5054411241","A5054411241","Deden Supriadi","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","Statistics; Machine learning; Data mining; Internal medicine; Mean squared error"
"https://openalex.org/A5054667516","A5054667516","Andi Harapan Siregar","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","3","1","0","0","Architecture; Philosophy; Art; Business; Humanities"
"https://openalex.org/A5054797783","A5054797783","Gayuh Budi Luhur","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Human–computer interaction; Human–computer interaction; Radiology; Mathematical economics; Mathematical economics"
"https://openalex.org/A5054860883","A5054860883","Aprilia Indah Puspitasari","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Operating system; Electrical engineering; Engineering; Art; Vehicle Information and Communication System"
"https://openalex.org/A5054978226","A5054978226","M Zari Yoga HDP","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Radiology; Radiology; Engineering; Engineering; Data collection"
"https://openalex.org/A5055919934","A5055919934","Adi Rachmanto","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","9","2","0","0","Decision support system; Engineering management; Data mining; Engineering; Art"
"https://openalex.org/A5056119391","A5056119391","Ariefianto Tri Utomo","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","50","1","1","0","Advertising; Advertising; World Wide Web; Business; Business"
"https://openalex.org/A5056559971","A5056559971","Faisal Arif Mahendra","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Operating system; Anime; Physics; Art; Art"
"https://openalex.org/A5056802071","A5056802071","Aldi Gumilar","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","3","1","0","0","World Wide Web; Art; Art; Visual arts; Humanities"
"https://openalex.org/A5058484346","A5058484346","Nurkhalis Suazi","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Human–computer interaction; Operating system; Operating system; Psychology; Psychology"
"https://openalex.org/A5058667109","A5058667109","R Maulina","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Aesthetics; Physics; Literature; Engineering; Philosophy"
"https://openalex.org/A5058970254","A5058970254","Fiona Prasetyo","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Operating system; Information technology; World Wide Web; Business; Business"
"https://openalex.org/A5059073335","A5059073335","Yola Septiani","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Operating system; Operating system; Accounting; Engineering; Purchase order"
"https://openalex.org/A5060238091","A5060238091","Nurriska Amalina","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Literature; Engineering; World Wide Web; Philosophy; Adaptation (eye)"
"https://openalex.org/A5060912398","A5060912398","Vina Siti Sri Nofia","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","19","2","1","0","World Wide Web; Function (biology); Art; Artificial intelligence; Humanities"
"https://openalex.org/A5061010046","A5061010046","Iklima Nur Mufida","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Aesthetics; Computer graphics (images); RAID; RAID; Philosophy"
"https://openalex.org/A5061108998","A5061108998","Arif Suprayitno","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Physics; Physics; Philosophy; Art; Humanities"
"https://openalex.org/A5062078321","A5062078321","Abdu Sofyan Baihaqi","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Multiprotocol Label Switching; Graph; Shortest path problem; Computer network; Computer science"
"https://openalex.org/A5062366067","A5062366067","Rizki Galang Rahmadani","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Physics; Art; Art; Humanities; Humanities"
"https://openalex.org/A5062794775","A5062794775","Nanda Rizqya","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","12","1","1","0","Physics; Physics; Art; Art; Business"
"https://openalex.org/A5063989375","A5063989375","Dona Ardi Mahendra","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","The Internet; Algorithm; Engineering; World Wide Web; Horticulture"
"https://openalex.org/A5064439980","A5064439980","Muhammad Ahsan Mulya Syabani","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","4","1","0","0","Internet privacy; The Internet; Advertising; Data collection; World Wide Web"
"https://openalex.org/A5064589257","A5064589257","Galih Gustika Prapenan","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","8","2","0","2","Security information and event management; Information security management system; Operating system; ITIL security management; Network security policy"
"https://openalex.org/A5064801692","A5064801692","Marco Iskandar","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","16","1","1","0","Advertising; Accounting; Competitor analysis; World Wide Web; World Wide Web"
"https://openalex.org/A5065012061","A5065012061","Harfin Yusuf Biu","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","5","2","0","0","Digital image processing; Statistics; Human–computer interaction; Operating system; Image (mathematics)"
"https://openalex.org/A5065042942","A5065042942","Dina Maysarah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","3","1","0","0","Statistics; Physics; Art; Mathematics education; Humanities"
"https://openalex.org/A5065563474","A5065563474","Gala Aulia Zidane","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Radiology; Radiology; Engineering; Engineering; Data collection"
"https://openalex.org/A5065718008","A5065718008","Andre Catur Prasetyo","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","4","1","0","0","Physics; Physics; Art; Art; Humanities"
"https://openalex.org/A5066091308","A5066091308","Hendri Herdiansyah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","Human–computer interaction; Human–computer interaction; Mathematics education; Mathematics education; Psychology"
"https://openalex.org/A5066673373","A5066673373","Muharman Lubis","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","Physics; Physics; Engineering; Engineering; Thread (computing)"
"https://openalex.org/A5068119647","A5068119647","I Made Aryantha","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Physics; Physics; Philosophy; Humanities"
"https://openalex.org/A5068323942","A5068323942","Sandy Septian","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","64","2","1","0","Human–computer interaction; Operating system; Art; Mathematics education; Augmented reality"
"https://openalex.org/A5068409040","A5068409040","Roma Sagala","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","Physics; Data mining; Sociology; Mathematics education; Demography"
"https://openalex.org/A5068861002","A5068861002","Aufa Fauziah S","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","4","1","0","0","Finance; Finance; The Internet; The Internet; Advertising"
"https://openalex.org/A5068943532","A5068943532","Yusup Maruli","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","Statistics; Human–computer interaction; Operating system; Operating system; Interface (matter)"
"https://openalex.org/A5069136077","A5069136077","Rani Ulfa Lubis","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","5","1","0","0","Statistics; Physics; Internal medicine; Philosophy; Philosophy"
"https://openalex.org/A5069461744","A5069461744","Candora Sagala","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","9","1","0","0","Finance; Maturity (psychological); Operating system; Electrical engineering; Information technology"
"https://openalex.org/A5069711397","A5069711397","I S Agiva","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Nonprobability sampling; Finance; Finance; Statistics; Operating system"
"https://openalex.org/A5070811677","A5070811677","Putu Raka Setya Putra","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Aesthetics; Epistemology; Advertising; Variety (cybernetics); Philosophy"
"https://openalex.org/A5070899708","A5070899708","Finna Afrilia Elmanda","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Finance; Statistics; Operating system; Identification (biology); Accounting"
"https://openalex.org/A5072010988","A5072010988","Adidin Aidin Maulana","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Finance; Operating system; Operating system; Physics; World Wide Web"
"https://openalex.org/A5072151106","A5072151106","Thomas Junior Sibarani","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","23","2","2","0","Finance; Finance; Accounting; Accounting; Business"
"https://openalex.org/A5072256024","A5072256024","Lars Angelin","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Agriculture; Engineering; World Wide Web; World Wide Web; Land tenure"
"https://openalex.org/A5073290160","A5073290160","Muhamad Bayu Saputra","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Philosophy; Art; Art; Visual arts; Humanities"
"https://openalex.org/A5074002354","A5074002354","Irfan Fauzi Toha","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Folklore; Aesthetics; Aesthetics; Epistemology; Physics"
"https://openalex.org/A5075881151","A5075881151","Burhanudin Arif Nur Nugroho","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","3","1","0","0","Competence (human resources); Software engineering; Machine learning; Curriculum mapping; Sociology"
"https://openalex.org/A5076234140","A5076234140","Saraswati Putri","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","4","1","0","0","Finance; Epistemology; Philosophy; Art; Business"
"https://openalex.org/A5077390486","A5077390486","Teguh Cahya Wibawa","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Human–computer interaction; Operating system; Operating system; Psychology; Psychology"
"https://openalex.org/A5077548640","A5077548640","Sopian Septiana","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","28","1","1","0","The Internet; Operating system; Operating system; Web server; Arduino"
"https://openalex.org/A5077890799","A5077890799","Khairunnisa Fauzia","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","8","1","0","0","Physics; Engineering; World Wide Web; Philosophy; Art"
"https://openalex.org/A5078249060","A5078249060","Bramanto Fajri Prakoso","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Physics; Art; Business; Humanities; Business administration"
"https://openalex.org/A5078375864","A5078375864","Muhammad Rivki","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","42","1","1","0","k-nearest neighbors algorithm; Art; Artificial intelligence; Humanities; Computer science"
"https://openalex.org/A5078537464","A5078537464","Ismat Syauqi","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Architectural technology; Architecture; Engineering; Art; Art"
"https://openalex.org/A5079173152","A5079173152","Puji Subakti","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","9","2","0","0","Enterprise architecture; Engineering management; Operating system; Architecture; Engineering"
"https://openalex.org/A5079632240","A5079632240","Kamal Mushthafa Putra","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Advertising; Photography; World Wide Web; Art; Business"
"https://openalex.org/A5080149676","A5080149676","M Syahril Iskandar","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Philosophy; Art; Art; Humanities; Humanities"
"https://openalex.org/A5080524424","A5080524424","Dicky Reza Edina Permana","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Human–computer interaction; Operating system; Operating system; Psychology; Psychology"
"https://openalex.org/A5080896507","A5080896507","Wira Pratama Rumambie","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Aesthetics; Aesthetics; Epistemology; Epistemology; Variety (cybernetics)"
"https://openalex.org/A5081030199","A5081030199","Mufti Muhammad Pratadina","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","16","1","1","0","Epistemology; Electrical engineering; Engineering; Philosophy; Business"
"https://openalex.org/A5081531340","A5081531340","Reza Rizki Reynaldo","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","2","5","2","0","0","Art; Art; Artificial intelligence; Artificial intelligence; Humanities"
"https://openalex.org/A5081685650","A5081685650","E P Fadryan","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","Human–computer interaction; Engineering; Business; Augmented reality; Marketing"
"https://openalex.org/A5082032510","A5082032510","Rimadina Nurul Hiqmah","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","11","1","1","0","Self-healing hydrogels; Physics; Engineering; Nuclear chemistry; Physical chemistry"
"https://openalex.org/A5082081898","A5082081898","Roziana Lahmini","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Nonprobability sampling; Finance; Statistics; Epistemology; Operating system"
"https://openalex.org/A5082711689","A5082711689","Michelle Virgin","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Finance; Statistics; The Internet; Advertising; Physics"
"https://openalex.org/A5082721798","A5082721798","Dicky Ginanjar","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","6","2","0","0","Pharmacy; Pharmacy; Statistics; Operating system; Electrical engineering"
"https://openalex.org/A5083251789","A5083251789","M Zaka","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","8","2","0","0","Advertising; Advertising; Waterfall; Waterfall; World Wide Web"
"https://openalex.org/A5083462840","A5083462840","Azra Ain","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Statistics; Epistemology; Operating system; Advertising; Interface (matter)"
"https://openalex.org/A5083634847","A5083634847","Yosep Sulaeman Rosid","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Desain","","2","9","2","0","0","Art; Art; Humanities; Humanities"
"https://openalex.org/A5083871912","A5083871912","Muhammad Ihsan Rifaldi","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","7","1","0","3.5","Statistics; Advertising; Advertising; World Wide Web; Sociology"
"https://openalex.org/A5084125562","A5084125562","Hanung Wijanarka","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","8","1","0","0","Finance; Statistics; Human–computer interaction; Internet privacy; The Internet"
"https://openalex.org/A5084290537","A5084290537","M I Rismaya","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","6","2","0","0","Finance; Operating system; Electrical engineering; Engineering; World Wide Web"
"https://openalex.org/A5084405020","A5084405020","Nova Deria","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","3","1","0","0","Nonprobability sampling; Snowball sampling; Operating system; Advertising; World Wide Web"
"https://openalex.org/A5084491614","A5084491614","D E S Simangunsong","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","1","1","0","0","Dissemination; Statistics; Operating system; Information technology; Physics"
"https://openalex.org/A5084535816","A5084535816","T Faturrahman","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","2","1","0","0","Finance; Sales management; Yield management; Business; Marketing"
"https://openalex.org/A5084620054","A5084620054","Wartika Memed Purawinata","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","10","1","1","0","Algorithm; Electrical engineering; Machine learning; Data mining; Engineering"
"https://openalex.org/A5085730664","A5085730664","Wantoro Wantoro","","Universitas Komputer Indonesia","https://openalex.org/I4210117444","Fakultas Lainnya","","2","0","0","0","0","Physics; Art; Art; Humanities; Humanities"
